,StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
158,905039,24,20001400,1,2022,Josh Richardson,SA,SF,7,20000024,2022-06-20T23:13:41,65,479.8,659,17,96.4,220.0,18.0,22.0,54.4,118.7,18.9,42.0,101.4,17.1,39.6,44.5,36.6,17.3,58.9,76.2,0.5,1.6,1.0,47.4,23.1,11.9,27.2,47.8,274.4,239.6,23.6,2.6,1.6,0.30000000000000004,0.30000000000000004,1.7000000000000002,2.9,514.8,518.2,514.8,56.9,0.0,0.0,518.2,False,,Scrambled
159,905728,19,20001401,1,2022,Justise Winslow,POR,SF,11,20000019,2022-06-20T23:13:41,48,293.9,319,15,45.3,105.9,17.6,18.9,39.1,78.7,20.5,2.5,27.2,3.9,16.1,27.2,24.3,20.6,62.6,83.2,1.2,3.8,2.4,34.6,14.4,10.3,20.2,27.6,112.9,117.8,19.7,2.6,2.8,0.4,0.5,2.5,3.2,318.6,312.5,318.6,11.5,0.30000000000000004,0.0,312.5,False,,Scrambled
160,905129,23,20001405,1,2022,Willy Hernangomez,NO,C,8,20000023,2022-06-20T23:13:41,49,404.6,346,0,70.0,134.7,21.4,21.7,68.4,129.8,21.7,0.7000000000000001,2.0,13.7,44.9,58.1,31.8,58.9,80.3,139.3,3.1,10.8,3.8,26.0,3.6,3.2,21.0,40.0,186.6,160.3,24.0,10.4,2.0,0.2,0.4,2.0,3.8,421.1,428.5,421.1,-18.5,1.5,0.0,428.5,False,,Scrambled
161,905746,1,20001406,1,2022,Kristaps Porzingis,WAS,PF,51,20000001,2022-06-20T23:13:41,51,767.4,610,16,145.0,316.0,18.9,21.0,112.9,212.2,21.9,32.1,103.8,12.8,102.2,117.8,35.7,42.0,127.3,169.3,1.3,3.9,2.6,49.0,15.2,34.6,33.4,56.4,424.4,367.9,23.8,11.2,2.3,0.2,0.8,1.4,12.1,817.3,817.9,817.3,13.6,2.5,0.0,817.9,False,,Scrambled
162,905075,2,20001413,1,2022,Terry Rozier,CHA,PG,73,20000002,2022-06-20T23:13:41,73,995.0,1012,22,213.4,480.8,18.3,22.2,122.0,236.5,21.3,91.5,244.3,15.4,61.8,72.5,35.1,23.1,106.7,129.8,0.4,1.9,1.2,134.3,38.3,10.3,39.6,49.0,580.1,512.7,23.3,3.7,3.3,0.30000000000000004,0.2,1.2,3.9,1043.6,1069.4,1043.6,30.5,0.5,0.2,1069.4,False,,Scrambled
163,904940,28,20001416,1,2022,Norman Powell,LAC,SF,41,20000028,2022-06-20T23:13:41,45,505.1,600,1,114.9,249.3,19.0,22.6,71.3,145.0,20.2,43.7,104.2,17.3,77.9,96.0,33.4,3.4,51.5,59.7,0.30000000000000004,1.5,0.9,39.6,16.9,3.6,28.4,43.7,351.4,291.5,24.8,3.3,1.8,0.2,0.2,1.5,4.0,530.7,544.1,530.7,-90.6,0.0,0.0,544.1,False,,Scrambled
164,910711,15,20001417,1,2022,Axel Toupane,MIL,SF,0,20000015,2022-06-20T23:13:41,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
165,905753,3,20001418,1,2022,Delon Wright,ATL,PG,8,20000003,2022-06-20T23:13:41,77,439.6,598,22,50.3,110.8,18.7,22.0,32.1,63.0,21.0,18.1,47.8,15.6,22.2,26.0,35.3,20.6,70.0,90.6,0.6000000000000001,2.2,1.4,77.5,38.3,3.2,18.5,23.1,140.9,122.2,23.8,2.7,2.8,0.5,0.2,2.2,1.8,485.7,462.5,485.7,25.1,0.0,0.0,462.5,False,,Scrambled
166,904084,15,20001420,1,2022,Bobby Portis,MIL,PF,59,20000015,2022-06-20T23:13:41,72,860.0,836,3,171.8,358.9,19.7,22.9,117.0,219.6,22.0,54.8,139.3,16.2,35.0,46.6,31.0,74.2,196.5,270.7,1.6,10.1,2.9,35.4,21.8,21.0,37.1,71.7,433.4,379.3,23.5,3.5,1.1,0.2,0.4,1.5,3.6,902.9,934.3,902.9,129.4,4.1,0.0,934.3,False,,Scrambled
167,904985,12,20001421,1,2022,Cedi Osman,CLE,SF,3,20000012,2022-06-20T23:13:41,66,471.7,602,17,101.8,236.1,17.8,22.4,49.0,88.2,22.9,52.7,147.9,14.7,35.8,54.0,27.4,10.7,49.9,60.6,0.30000000000000004,1.5,0.9,55.6,21.4,1.7000000000000002,27.6,52.3,292.1,259.8,23.2,2.7,2.4,0.30000000000000004,0.1,1.6,3.6,497.2,514.9,497.2,-23.5,0.0,0.0,514.9,False,,Scrambled
168,904847,13,20001424,1,2022,Myles Turner,IND,C,42,20000013,2022-06-20T23:13:41,42,494.6,508,23,82.4,161.9,21.0,24.1,57.3,86.5,27.3,25.1,75.4,13.7,32.5,43.3,31.0,26.8,95.6,122.4,1.0,3.6,2.3,18.1,11.5,48.6,22.2,49.0,222.5,181.0,25.3,3.4,0.9,0.2,1.4,1.9,2.9,554.7,529.9,554.7,-5.8,1.5,0.0,529.9,False,,Scrambled
169,904926,27,20001427,1,2022,Stanley Johnson,LAL,SF,27,20000027,2022-06-20T23:13:41,48,290.5,451,4,48.2,103.4,19.2,22.0,34.6,60.2,23.7,13.6,43.3,12.9,21.8,30.5,29.5,14.0,49.9,63.9,0.6000000000000001,2.0,1.3,33.0,17.7,2.4,14.4,44.9,131.8,116.8,23.2,2.1,1.7000000000000002,0.30000000000000004,0.2,1.9,2.1,313.9,307.7,313.9,-20.2,0.0,0.0,307.7,False,,Scrambled
170,904087,26,20001429,1,2022,Nemanja Bjelica,GS,PF,0,20000026,2022-06-20T23:13:41,71,442.7,471,14,65.9,140.9,19.3,22.5,43.7,79.5,22.6,22.2,61.4,14.9,24.3,33.4,30.0,26.0,95.6,121.5,1.1,3.7,2.4,65.5,17.3,10.7,35.8,52.7,178.4,155.6,23.6,2.9,3.4,0.30000000000000004,0.4,3.2,3.0,470.7,479.7,470.7,54.8,0.5,0.0,479.7,False,,Scrambled
171,905086,21,20001430,1,2022,Tyus Jones,MEM,PG,23,20000021,2022-06-20T23:13:41,73,584.7,638,21,102.6,227.4,18.6,21.6,69.6,143.0,20.1,33.0,84.5,16.1,22.2,27.2,33.7,2.9,65.5,72.5,0.2,1.9,1.0,133.5,27.2,0.30000000000000004,19.0,13.2,260.4,239.4,22.4,3.4,11.6,0.30000000000000004,0.0,1.2,2.8,612.7,615.5,612.7,105.1,0.30000000000000004,0.0,615.5,False,,Scrambled
172,904834,16,20001431,1,2022,Karl-Anthony Towns,MIN,C,74,20000016,2022-06-20T23:13:41,74,1309.3,1018,12,264.5,500.2,21.8,24.3,202.7,349.4,23.9,61.8,150.8,16.9,158.2,192.4,33.9,79.9,219.6,299.5,1.4,4.0,2.7,110.8,29.7,34.2,93.1,110.0,749.0,584.8,26.4,12.0,3.1,0.2,0.5,2.3,11.5,1373.2,1427.1,1373.2,112.9,16.5,0.2,1427.1,False,,Scrambled
173,904881,30,20001433,1,2022,Trey Lyles,SAC,PF,23,20000030,2022-06-20T23:13:41,75,585.8,632,4,107.9,231.5,19.2,21.7,80.3,145.4,22.7,27.6,86.1,13.2,80.3,100.1,33.0,36.7,119.5,156.1,1.1,3.5,2.3,36.3,11.9,13.2,30.1,50.7,323.8,275.6,24.2,3.3,1.5,0.2,0.30000000000000004,1.7000000000000002,3.5,610.9,624.3,610.9,-95.6,0.5,0.0,624.3,False,,Scrambled
174,904997,1,20001434,1,2022,Raul Neto,WAS,PG,19,20000001,2022-06-20T23:13:41,70,432.3,565,1,84.0,181.7,19.1,20.7,69.6,132.3,21.7,14.4,49.4,12.0,34.2,44.5,31.7,2.2,49.9,55.2,0.2,1.6,0.9,89.4,22.7,0.5,32.5,42.8,216.7,201.3,22.2,2.5,3.9,0.30000000000000004,0.0,2.4,3.1,456.2,458.6,456.2,-37.1,0.0,0.0,458.6,False,,Scrambled
175,905099,29,20001437,1,2022,Cameron Payne,PHO,PG,12,20000029,2022-06-20T23:13:41,58,523.2,524,4,98.9,241.8,16.9,19.4,69.6,154.9,18.5,29.3,86.9,13.8,30.9,36.7,34.7,4.1,62.2,72.1,0.4,2.1,1.2,116.2,16.5,2.9,42.4,49.0,257.9,258.0,20.6,2.9,12.7,0.30000000000000004,0.2,2.4,10.2,546.7,564.5,546.7,61.0,0.5,0.0,564.5,False,,Scrambled
176,904136,15,20001438,1,2022,Pat Connaughton,MIL,SG,19,20000015,2022-06-20T23:13:41,65,497.9,696,20,93.5,204.4,18.9,24.9,33.4,51.9,26.5,60.2,152.4,16.3,18.5,22.2,34.3,18.5,93.9,112.5,0.5,2.4,1.5,33.8,24.3,2.5,14.4,35.4,265.7,214.1,25.5,2.7,1.1,0.30000000000000004,0.1,1.1,2.4,528.4,540.9,528.4,-10.7,0.0,0.0,540.9,False,,Scrambled
177,904858,20,20001441,1,2022,Nikola Jokic,DEN,C,74,20000020,2022-06-20T23:13:41,74,1717.1,1019,0,314.8,540.1,24.0,25.5,274.8,421.5,26.9,40.0,118.7,13.9,156.1,192.8,33.4,84.9,335.0,419.8,1.6,14.6,3.9,240.6,45.3,26.0,115.8,78.7,825.6,625.0,27.2,15.9,17.6,0.4,0.4,2.7,13.2,1788.4,1868.5,1788.4,183.3,27.2,3.2,1868.5,False,,Scrambled
178,937492,30,20001442,1,2022,Emmanuel Mudiay,SAC,PG,0,20000030,2022-06-20T23:13:41,2,1.7000000000000002,2,24,0.0,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.7000000000000001,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.2,0.0,0.2,0.2,0.5,0.6000000000000001,15.4,2.5,17.9,0.7000000000000001,0.0,3.6,3.2,1.9,1.8,1.9,-2.9,0.0,0.0,1.8,False,,Scrambled
179,905116,10,20001446,1,2022,Sam Dekker,TOR,SF,0,20000010,2022-06-20T23:13:41,1,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.0,0.0,0.0,False,,Scrambled
180,905052,2,20001447,1,2022,Montrezl Harrell,CHA,PF,3,20000002,2022-06-20T23:13:41,71,716.3,674,12,147.5,228.7,26.6,26.7,145.8,221.7,27.1,0.7000000000000001,2.9,4.0,87.3,122.0,29.5,61.4,116.2,177.6,1.6,3.1,2.4,59.7,11.9,17.7,29.7,56.4,384.0,282.3,28.0,10.9,2.3,0.1,0.4,1.6,3.3,746.0,745.2,746.0,34.2,1.2,0.0,745.2,False,,Scrambled
181,905750,25,20001449,1,2022,Boban Marjanovic,DAL,C,0,20000025,2022-06-20T23:13:41,22,57.8,52,23,17.3,28.8,24.7,24.7,16.9,27.2,25.6,0.2,0.7000000000000001,10.3,2.2,3.7,24.3,1.4,12.8,16.1,1.2,11.1,2.9,0.5,0.0,0.5,2.5,4.1,40.4,32.8,25.4,3.7,0.8,0.0,0.4,2.7,13.8,59.0,61.9,59.0,14.4,0.0,0.0,61.9,False,,Scrambled
182,937501,13,20001452,1,2022,Justin Anderson,IND,SG,6,20000013,2022-06-20T23:13:41,16,93.4,130,21,14.8,39.1,15.6,19.1,3.6,14.8,24.0,2.5,24.3,10.5,2.5,3.2,32.5,0.7000000000000001,17.3,19.0,0.2,2.6,1.4,13.6,1.4,1.0,1.4,3.7,42.0,42.6,20.3,2.1,2.4,0.2,0.30000000000000004,1.2,2.6,99.2,99.1,99.2,-6.2,0.0,0.0,99.1,False,,Scrambled
183,904129,26,20001455,1,2022,Kevon Looney,GS,PF,80,20000026,2022-06-20T23:13:41,82,655.4,714,2,85.7,150.0,23.5,23.5,85.7,149.6,23.6,0.0,0.2,0.0,30.9,51.5,24.7,85.7,159.9,245.6,2.3,4.0,3.2,68.0,20.6,21.4,27.6,88.6,202.3,172.6,24.1,3.1,2.2,0.2,0.5,2.3,2.1,697.4,684.5,697.4,68.4,0.8,0.0,684.5,False,,Scrambled
184,904790,23,20001457,1,2022,Larry Nance Jr.,NO,PF,11,20000023,2022-06-20T23:13:41,46,341.6,427,21,53.1,101.8,21.5,23.4,43.7,72.9,24.7,3.9,28.8,13.6,16.5,23.5,28.9,29.7,72.5,102.2,1.3,3.3,2.2,33.4,17.7,3.4,15.2,34.6,132.3,112.1,24.3,2.8,1.9,0.30000000000000004,0.30000000000000004,2.0,2.2,367.5,359.1,367.5,-24.7,0.0,0.0,359.1,False,,Scrambled
185,905028,16,20001458,1,2022,D'Angelo Russell,MIN,PG,65,20000016,2022-06-20T23:13:41,65,876.8,855,24,165.2,401.7,16.9,20.7,92.7,188.3,20.3,72.5,213.4,14.0,81.6,98.9,34.0,10.3,78.7,89.0,0.2,1.7000000000000002,0.9,189.5,25.5,3.7,68.0,53.6,484.5,445.2,22.4,3.5,13.6,0.2,0.2,2.2,10.4,911.4,958.9,911.4,86.9,2.0,0.0,958.9,False,,Scrambled
186,905087,29,20001460,1,2022,Devin Booker,PHO,SG,68,20000029,2022-06-20T23:13:41,68,1141.2,965,15,272.7,585.5,19.2,21.9,197.3,388.5,20.9,75.4,196.9,15.8,129.8,149.6,35.8,18.5,122.4,140.9,0.4,2.2,1.3,135.5,31.7,10.7,66.7,74.2,750.7,651.3,23.7,10.8,3.8,0.30000000000000004,0.2,1.6,13.3,1183.6,1222.4,1183.6,193.2,0.8,0.0,1222.4,False,,Scrambled
187,905729,7,20001461,1,2022,Willie Cauley-Stein,PHI,C,2,20000007,2022-06-20T23:13:41,20,44.5,75,20,2.7,14.4,18.8,18.8,2.5,13.6,18.7,0.2,0.30000000000000004,20.6,0.2,0.30000000000000004,20.6,2.2,11.1,16.5,1.4,2.8,2.1,1.7000000000000002,1.0,0.5,1.2,3.2,14.0,14.8,19.4,1.6,1.3,0.30000000000000004,0.2,2.8,1.8,48.2,47.0,48.2,4.1,0.0,0.0,47.0,False,,Scrambled
188,904901,1,20001503,1,2022,Brad Wanamaker,WAS,PG,2,20000001,2022-06-20T23:13:41,23,88.7,131,15,11.5,31.7,15.0,16.1,4.1,24.7,16.5,0.7000000000000001,2.9,4.0,3.9,10.3,37.9,1.0,13.6,16.1,0.4,1.9,1.1,22.7,1.2,1.0,3.9,18.5,34.2,36.3,19.4,1.6,3.9,0.2,0.30000000000000004,3.5,2.6,94.1,95.1,94.1,-18.1,0.0,0.0,95.1,False,,Scrambled
189,904113,15,20001521,1,2022,Thanasis Antetokounmpo,MIL,SF,6,20000015,2022-06-20T23:13:41,49,146.3,195,3,28.8,52.7,22.5,22.9,28.0,47.0,24.6,0.30000000000000004,2.4,2.4,11.9,19.0,26.0,16.5,25.1,41.6,1.6,2.3,1.9,3.7,2.7,2.0,10.7,28.0,70.5,61.1,23.8,2.5,1.1,0.30000000000000004,0.4,2.5,2.7,157.9,154.2,157.9,-47.0,0.0,0.0,154.2,False,,Scrambled
190,905010,13,20001525,1,2022,T.J. McConnell,IND,PG,8,20000013,2022-06-20T23:13:41,27,240.8,269,1,41.2,85.7,19.8,20.8,37.1,72.1,21.2,1.7000000000000002,13.6,12.5,3.2,3.9,34.0,3.4,28.8,37.1,0.6000000000000001,2.1,1.3,54.0,12.4,1.7000000000000002,11.9,21.8,94.3,89.9,21.6,3.0,11.8,0.4,0.2,2.0,2.8,257.3,251.3,257.3,-30.5,0.2,0.0,251.3,False,,Scrambled
191,905117,22,20001527,1,2022,Christian Wood,HOU,PF,67,20000022,2022-06-20T23:13:41,68,982.9,861,16,181.3,361.7,20.6,23.7,127.3,223.3,23.5,54.0,138.4,16.1,85.3,136.8,25.7,45.3,237.3,282.6,1.0,12.5,3.1,63.9,22.2,26.8,51.9,70.5,501.8,421.9,24.5,3.9,2.1,0.2,0.5,1.9,4.0,1031.9,1070.4,1031.9,-167.3,13.6,0.0,1070.4,False,,Scrambled
192,940365,13,20001561,1,2022,Keifer Sykes,IND,PG,11,20000013,2022-06-20T23:13:41,32,134.3,233,3,28.4,78.3,15.0,17.8,17.3,41.2,17.3,11.1,37.1,12.4,2.5,2.9,36.3,1.4,15.2,18.5,0.30000000000000004,1.3,0.8,25.5,2.0,0.7000000000000001,13.6,21.0,74.2,81.4,18.8,1.3,2.5,0.2,0.1,2.4,3.0,140.9,147.6,140.9,-28.4,0.0,0.0,147.6,False,,Scrambled
193,905059,29,20001597,1,2022,Dario Saric,PHO,PF,0,20000029,2022-06-20T23:13:41,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
194,904941,14,20001623,1,2022,Rodney McGruder,DET,SG,2,20000014,2022-06-20T23:13:41,51,210.2,310,4,40.4,92.7,18.0,23.2,16.5,32.5,20.8,23.9,60.2,16.4,3.2,10.7,30.1,12.8,33.0,45.7,0.7000000000000001,2.1,1.4,19.8,3.6,1.2,4.1,23.9,112.5,97.4,23.8,2.3,1.6,0.2,0.1,1.6,2.5,221.7,229.4,221.7,-23.1,0.0,0.0,229.4,False,,Scrambled
195,905088,10,20001630,1,2022,Khem Birch,TOR,C,28,20000010,2022-06-20T23:13:41,55,288.3,408,2,40.0,82.4,20.0,20.0,40.0,76.6,21.5,0.0,2.4,0.0,21.8,29.3,30.7,50.3,48.2,98.5,2.2,2.3,2.2,23.1,12.4,10.7,12.4,42.8,101.8,95.3,22.0,2.4,1.3,0.30000000000000004,0.4,1.9,1.9,311.4,299.4,311.4,3.6,0.0,0.0,299.4,False,,Scrambled
196,904927,8,20001661,1,2022,Ben Simmons,BKN,PG,0,20000008,2022-06-20T23:13:41,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
197,905150,20,20001666,1,2022,Jamal Murray,DEN,PG,0,20000020,2022-06-20T23:13:41,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
198,904799,25,20001668,1,2022,Davis Bertans,DAL,SF,0,20000025,2022-06-20T23:13:41,56,221.2,332,0,40.8,113.3,14.8,20.7,3.7,18.5,20.1,31.7,94.8,13.8,14.8,16.5,37.1,2.0,43.3,48.2,0.30000000000000004,2.5,1.4,12.8,2.9,2.0,3.2,35.0,128.1,120.6,21.9,1.9,0.9,0.2,0.2,1.0,3.0,233.2,243.4,233.2,11.5,0.0,0.0,243.4,False,,Scrambled
199,980331,19,20001670,1,2022,Kris Dunn,POR,PG,3,20000019,2022-06-20T23:13:41,14,125.0,138,4,18.1,42.0,17.8,17.8,17.7,37.5,19.5,0.2,1.9,1.5,2.9,3.1,38.9,1.5,16.5,20.2,0.5,2.3,1.4,32.5,3.9,0.5,13.2,15.7,43.7,45.3,19.9,2.5,14.4,0.6000000000000001,0.1,3.8,3.1,135.7,132.8,135.7,-37.9,0.0,0.0,132.8,False,,Scrambled
200,904808,23,20001671,1,2022,Brandon Ingram,NO,SF,55,20000023,2022-06-20T23:13:41,55,848.5,770,16,186.6,405.0,19.0,20.5,156.1,311.9,20.6,30.5,93.1,13.5,109.6,132.7,34.0,14.4,117.4,131.8,0.30000000000000004,2.9,1.6,126.5,14.0,10.7,62.2,49.0,513.4,463.4,22.8,3.8,11.4,0.2,0.2,2.0,12.2,873.2,905.8,873.2,50.7,1.2,0.0,905.8,False,,Scrambled
201,904986,9,20001672,1,2022,Jaylen Brown,BOS,SG,66,20000009,2022-06-20T23:13:41,66,984.0,914,11,237.3,501.4,19.5,22.3,168.9,310.2,22.4,68.4,191.2,14.7,99.3,131.0,31.2,21.8,144.6,166.4,0.4,2.8,1.7000000000000002,95.2,28.8,3.1,73.3,67.2,642.3,559.1,23.6,3.8,3.0,0.30000000000000004,0.1,2.0,12.6,1020.2,1071.2,1020.2,186.6,1.9,0.30000000000000004,1071.2,False,,Scrambled
202,905151,13,20001673,1,2022,Buddy Hield,IND,SG,32,20000013,2022-06-20T23:13:41,81,854.1,1029,19,183.8,452.4,16.7,21.7,75.8,157.4,19.9,107.9,295.0,15.1,45.7,52.3,36.0,27.2,118.2,145.4,0.5,2.2,1.3,94.3,29.7,10.3,63.0,75.8,521.2,475.4,22.6,2.7,2.3,0.2,0.1,2.0,3.8,894.1,947.5,894.1,-67.6,0.2,0.0,947.5,False,,Scrambled
203,937020,25,20001674,1,2022,Marquese Chriss,DAL,PF,0,20000025,2022-06-20T23:13:41,34,138.5,142,17,25.5,55.2,19.1,20.3,22.2,44.9,20.4,1.4,10.3,13.2,3.7,13.6,27.5,13.6,28.8,42.4,1.8,3.8,2.8,2.9,2.2,2.0,2.9,26.4,63.4,61.2,21.4,2.8,1.3,0.30000000000000004,0.5,1.7000000000000002,3.7,148.8,145.7,148.8,-4.1,0.0,0.0,145.7,False,,Scrambled
204,904928,16,20001678,1,2022,Malik Beasley,MIN,SG,18,20000016,2022-06-20T23:13:41,79,604.2,813,21,136.8,350.2,16.1,21.9,37.9,87.8,17.8,98.9,262.4,15.5,20.2,24.7,33.7,10.7,82.8,93.5,0.2,1.9,1.0,47.8,17.7,2.0,17.7,36.3,392.6,361.1,22.4,2.6,1.4,0.2,0.1,0.8,3.3,626.8,667.1,626.8,33.8,0.0,0.0,667.1,False,,Scrambled
205,905089,24,20001679,1,2022,Dejounte Murray,SA,PG,68,20000024,2022-06-20T23:13:41,68,1316.8,974,1,236.1,511.3,19.0,20.6,196.5,390.2,20.8,39.6,121.1,13.5,80.8,101.8,32.7,33.0,199.0,232.0,0.6000000000000001,3.7,2.1,258.3,56.9,3.9,74.2,56.9,592.5,556.1,22.0,11.2,16.7,0.5,0.1,2.0,11.3,1383.1,1417.4,1383.1,20.2,16.1,2.2,1417.4,False,,Scrambled
206,904979,16,20001680,1,2022,Taurean Prince,MIN,SF,8,20000016,2022-06-20T23:13:41,69,370.7,484,21,72.9,160.7,18.7,23.2,37.5,66.3,23.3,35.4,94.3,15.5,25.5,33.8,31.1,10.7,61.0,71.7,0.4,2.3,1.3,28.0,19.4,3.9,21.8,47.8,206.8,175.5,24.3,2.6,1.4,0.30000000000000004,0.30000000000000004,1.9,2.9,399.6,402.9,399.6,-2.1,0.0,0.0,402.9,False,,Scrambled
207,905053,30,20001683,1,2022,Domantas Sabonis,SAC,PF,61,20000030,2022-06-20T23:13:41,62,1044.4,879,15,182.5,318.5,23.6,24.6,166.4,267.0,25.7,16.1,51.5,12.9,101.4,136.8,30.5,82.8,227.0,309.8,1.7000000000000002,11.7,3.3,133.1,24.3,11.1,80.3,83.6,482.5,378.7,26.2,10.5,4.1,0.2,0.2,3.0,3.8,1079.8,1139.6,1079.8,-4.9,19.0,0.8,1139.6,False,,Scrambled
208,904874,24,20001687,1,2022,Jakob Poeltl,SA,C,67,20000024,2022-06-20T23:13:41,68,896.6,811,3,168.9,273.2,25.5,25.5,168.5,272.7,25.5,0.2,0.2,41.2,38.7,78.3,20.4,107.9,153.3,261.2,2.3,3.4,2.9,77.9,18.5,48.6,44.9,87.3,377.0,307.6,25.3,4.1,2.4,0.2,0.9,2.2,3.1,963.8,949.7,963.8,47.4,11.5,0.0,949.7,False,,Scrambled
209,904809,30,20001689,1,2022,Damian Jones,SAC,C,15,20000030,2022-06-20T23:13:41,56,387.2,419,12,72.1,109.6,27.1,27.9,68.0,97.6,28.7,1.7000000000000002,11.9,14.2,38.7,54.0,29.6,30.9,70.5,101.4,1.3,3.1,2.2,28.4,10.7,19.4,24.3,53.6,187.0,133.3,28.9,3.6,1.7000000000000002,0.2,0.7000000000000001,2.6,2.8,417.2,407.7,417.2,-70.9,0.30000000000000004,0.0,407.7,False,,Scrambled
210,904114,15,20001690,1,2022,DeAndre' Bembry,MIL,SF,19,20000015,2022-06-20T23:13:41,56,286.6,422,24,51.1,91.1,23.1,24.6,44.9,76.2,24.3,2.5,14.8,17.2,3.6,14.4,24.7,17.3,49.9,67.2,0.8,2.1,1.4,27.2,20.2,10.3,12.8,46.6,117.0,97.4,24.7,2.3,1.5,0.4,0.4,2.0,1.9,317.1,299.4,317.1,-11.1,0.0,0.0,299.4,False,,Scrambled
211,905757,3,20001692,1,2022,Timothe Luwawu-Cabarrot,ATL,SG,18,20000003,2022-06-20T23:13:41,55,170.3,286,21,30.5,76.6,16.4,21.3,12.4,26.4,19.3,18.1,50.3,14.9,14.4,16.9,35.2,2.9,26.8,33.8,0.5,1.7000000000000002,1.1,16.5,3.1,1.0,3.4,31.3,93.5,84.1,22.9,1.9,1.3,0.2,0.1,1.5,2.4,180.2,185.2,180.2,-19.8,0.0,0.0,185.2,False,,Scrambled
212,905040,17,20001693,1,2022,Denzel Valentine,UTA,SF,0,20000017,2022-06-20T23:13:41,24,57.6,91,24,10.3,27.2,15.6,21.2,1.0,3.2,13.0,3.2,19.4,16.6,0.0,0.0,0.0,1.5,13.6,17.3,0.8,2.7,1.8,1.9,1.4,0.0,2.0,3.4,28.4,27.2,21.5,1.7000000000000002,1.2,0.30000000000000004,0.0,2.6,2.6,60.9,64.9,60.9,-11.1,0.0,0.0,64.9,False,,Scrambled
213,905708,28,20001694,1,2022,Ivica Zubac,LAC,C,76,20000028,2022-06-20T23:13:41,76,762.1,763,21,127.7,203.9,25.8,25.8,127.7,203.9,25.8,0.0,0.0,0.0,68.0,93.5,30.0,89.4,175.9,265.3,2.2,4.0,3.1,49.4,14.8,31.7,47.0,83.6,323.4,245.1,27.2,3.7,1.7000000000000002,0.2,0.6000000000000001,2.7,2.9,808.7,814.3,808.7,-53.6,10.3,0.0,814.3,False,,Scrambled
