Name,Started,Games,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,PlusMinus,DoubleDoubles,TripleDoubles,Team_ATL,Team_BKN,Team_BOS,Team_CHA,Team_CHI,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GS,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NO,Team_NY,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SA,Team_SAC,Team_TOR,Team_UTA,Team_WAS,Position_C,Position_PF,Position_PG,Position_SF,Position_SG
Théo Maledon,7,51,373,22,49.0,130.6,15.4,18.3,30.9,68.8,18.5,18.1,61.8,12.1,32.5,41.2,32.5,3.4,45.7,54.0,0.4,2.2,1.3,45.7,12.8,1.9,26.8,27.6,148.7,148.7,20.6,2.2,3.1,0.30000000000000004,0.2,2.6,3.5,-82.4,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Xavier Tillman Sr.,2,54,289,15,40.4,89.0,18.7,19.7,36.3,68.8,21.7,1.7000000000000002,20.2,3.5,19.0,29.3,26.7,27.2,38.7,65.9,1.6,2.4,2.0,25.5,20.2,2.5,14.0,26.0,103.8,101.9,21.0,3.0,2.0,0.6000000000000001,0.30000000000000004,2.1,2.8,-10.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vít Krejčí,8,30,284,3,28.0,68.8,16.8,20.7,14.8,28.4,21.5,13.2,40.4,13.5,3.2,3.7,35.6,3.1,34.2,41.6,0.4,2.1,1.3,23.5,3.2,1.4,11.9,26.8,77.0,72.8,21.8,1.7000000000000002,2.0,0.2,0.2,2.4,2.2,-73.7,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saben Lee,0,37,248,17,28.4,72.9,16.1,17.7,22.7,48.2,19.4,2.4,24.7,4.0,23.1,29.3,32.5,3.1,28.4,35.8,0.5,2.2,1.3,44.1,14.8,2.0,14.8,18.1,85.7,85.8,20.6,2.8,10.8,0.5,0.30000000000000004,2.5,3.0,-33.0,0.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elijah Hughes,4,37,194,2,19.4,59.3,13.4,17.2,3.7,20.2,18.5,10.3,39.1,10.8,1.2,1.5,32.1,1.0,21.4,23.9,0.2,2.1,1.1,3.7,2.4,1.4,2.9,16.1,51.9,61.0,17.6,1.1,1.1,0.2,0.30000000000000004,1.7000000000000002,2.6,-94.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Robert Woodard II,0,12,17,2,0.30000000000000004,2.7,2.1,2.1,0.2,2.0,1.4,0.2,0.7000000000000001,10.3,0.30000000000000004,0.30000000000000004,41.2,0.8,1.0,1.9,2.1,2.5,2.3,0.5,0.2,0.2,0.2,0.5,1.2,2.9,3.5,0.6000000000000001,1.4,0.2,0.30000000000000004,0.9,3.0,2.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Tre Jones,11,69,472,2,68.4,139.7,20.2,20.8,64.3,118.7,22.3,1.7000000000000002,21.0,3.3,29.3,37.5,32.1,11.9,51.9,63.9,0.4,2.0,1.2,96.0,17.3,1.2,19.0,32.1,170.2,156.2,22.5,3.1,11.1,0.30000000000000004,0.1,1.8,2.7,-6.6,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Nick Richards,5,49,151,0,24.7,37.1,27.5,27.5,24.7,37.1,27.5,0.0,0.0,0.0,12.4,17.7,28.8,14.0,21.4,35.4,1.6,2.6,2.1,2.2,1.5,3.6,4.1,21.0,61.8,44.9,28.3,3.2,0.8,0.2,0.9,3.1,2.6,-44.9,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jahmi'us Ramsey,0,19,55,22,4.1,23.9,17.1,18.5,3.2,16.5,19.6,0.8,3.1,11.5,1.2,2.4,20.6,0.7000000000000001,1.5,2.2,0.5,1.3,0.9,1.2,0.2,0.2,0.8,1.7000000000000002,24.7,26.4,19.3,1.7000000000000002,1.3,0.1,0.1,1.2,3.8,-8.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jordan Nwora,13,62,488,2,76.6,190.3,16.6,20.1,44.1,96.8,18.7,32.5,93.5,14.3,14.8,17.7,34.5,15.2,75.8,91.1,0.6000000000000001,2.7,1.7000000000000002,24.3,10.3,2.9,23.5,32.1,200.6,198.1,20.8,2.1,1.2,0.2,0.2,1.8,3.3,-31.7,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CJ Elleby,28,58,484,4,49.9,126.9,16.2,18.7,34.6,75.0,19.0,15.2,51.9,12.1,24.7,34.6,29.4,27.2,66.3,93.5,1.0,2.6,1.8,35.8,14.4,3.2,23.1,47.8,139.7,142.1,20.2,1.9,1.8,0.2,0.30000000000000004,2.4,2.5,-143.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Marko Simonovic,0,9,14,2,0.7000000000000001,2.5,11.0,11.0,0.5,1.7000000000000002,12.4,0.2,0.8,3.4,1.4,1.9,30.0,0.8,0.8,1.7000000000000002,2.7,2.7,2.7,0.0,0.2,0.2,0.30000000000000004,1.0,2.9,3.4,17.5,2.1,0.0,0.2,0.4,1.6,11.3,0.5,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isaiah Joe,1,55,250,19,25.5,72.9,14.4,19.6,2.9,17.3,16.7,18.5,55.6,13.7,11.9,12.8,38.5,1.0,20.6,23.1,0.2,1.5,0.9,14.4,2.4,0.5,3.2,19.4,81.6,78.5,21.4,1.6,1.4,0.2,0.1,1.5,2.6,4.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Skylar Mays,5,28,90,22,13.2,26.4,20.6,23.2,4.1,16.1,25.3,1.4,10.3,13.2,1.4,1.5,36.6,0.8,3.4,10.3,0.4,1.7000000000000002,1.1,2.9,1.2,0.0,1.7000000000000002,1.5,33.0,28.0,24.2,2.3,1.8,0.30000000000000004,0.0,2.2,2.6,-21.8,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenyon Martin Jr.,3,79,682,1,114.9,215.5,22.0,24.3,90.2,146.3,25.4,24.7,69.2,14.7,32.1,50.7,26.1,33.0,89.4,122.4,0.9,2.5,1.7000000000000002,41.6,14.0,16.5,24.7,46.6,286.8,237.8,24.8,2.9,1.6,0.2,0.4,1.6,2.8,-98.1,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cassius Winston,0,7,16,24,0.7000000000000001,1.9,15.0,18.7,0.30000000000000004,0.8,16.5,0.30000000000000004,1.0,13.7,0.7000000000000001,0.7000000000000001,41.2,0.0,0.2,0.2,0.0,0.5,0.2,1.2,0.0,0.0,0.5,1.5,2.4,2.2,22.2,1.3,10.1,0.0,0.0,3.2,3.1,-2.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Cassius Stanley,1,9,63,24,3.2,19.0,17.0,18.8,2.5,11.9,21.3,0.7000000000000001,2.9,4.0,1.7000000000000002,1.7000000000000002,41.2,0.8,2.4,3.2,0.6000000000000001,1.7000000000000002,1.1,0.7000000000000001,0.8,0.30000000000000004,1.0,2.9,21.4,20.8,21.2,1.7000000000000002,0.7000000000000001,0.30000000000000004,0.2,1.8,2.7,-7.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jay Scrubb,0,18,50,4,3.1,19.0,16.1,18.8,2.0,10.3,19.8,1.0,3.6,11.8,1.2,1.7000000000000002,28.8,0.30000000000000004,2.4,2.7,0.30000000000000004,2.0,1.2,1.4,0.7000000000000001,0.5,1.2,1.5,20.2,20.8,20.0,1.9,1.6,0.30000000000000004,0.4,2.1,3.5,2.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grant Riller,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Reggie Perry,1,10,77,3,16.5,32.5,20.8,21.9,15.2,26.0,24.2,0.5,2.7,3.2,1.5,2.5,24.7,2.5,13.2,19.4,1.4,3.3,2.3,2.0,1.5,1.0,1.9,13.6,37.9,35.3,22.2,3.1,1.8,0.4,0.5,1.9,3.8,-32.1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Paul Reed,2,38,124,2,22.2,39.6,23.2,23.6,21.4,36.3,24.3,0.30000000000000004,1.4,10.3,1.0,2.4,17.7,18.1,19.8,37.9,2.8,3.0,2.9,2.7,13.6,2.4,1.7000000000000002,23.5,47.8,42.1,23.4,3.9,1.4,0.9,0.7000000000000001,1.5,2.8,-15.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Sam Merrill,0,6,23,21,1.4,4.1,13.7,20.6,0.2,0.2,41.2,1.2,3.9,12.5,0.30000000000000004,0.7000000000000001,20.6,0.2,1.0,1.2,0.30000000000000004,1.9,1.1,0.7000000000000001,0.0,0.0,0.30000000000000004,0.5,10.3,10.6,19.8,1.7000000000000002,1.5,0.0,0.0,1.2,3.4,-3.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Devon Dotson,0,11,35,2,1.9,3.9,19.7,21.5,1.5,2.4,26.5,0.30000000000000004,1.5,3.8,0.8,1.5,22.9,0.2,1.4,1.5,0.2,1.8,1.0,2.5,0.2,0.0,0.8,1.9,11.9,11.1,22.1,2.0,4.0,0.1,0.0,2.7,2.8,-0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lamar Stevens,13,63,418,21,64.3,131.4,20.1,21.3,56.9,104.6,22.4,3.1,26.8,11.4,21.8,30.9,29.1,19.4,48.2,67.6,0.9,2.1,1.5,18.1,12.8,3.1,16.9,43.7,157.8,145.0,22.4,2.2,1.1,0.30000000000000004,0.30000000000000004,1.8,2.9,-16.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Markus Howard,0,32,73,11,16.1,41.6,15.9,21.6,1.9,12.8,14.6,11.5,28.8,16.5,3.4,3.9,35.8,0.30000000000000004,1.7000000000000002,2.0,0.2,1.0,0.6000000000000001,1.2,1.5,0.0,1.2,2.9,51.9,45.8,23.4,3.4,1.0,0.4,0.0,1.0,12.1,-5.8,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Killian Tillie,3,36,190,14,17.7,52.3,14.0,18.2,2.7,16.9,16.1,11.1,35.4,12.9,0.8,1.4,25.8,3.6,16.5,25.1,0.8,1.6,1.2,3.7,3.9,2.5,2.2,23.9,48.6,53.8,18.6,1.6,1.0,0.4,0.5,1.5,2.2,11.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mason Jones,0,4,21,14,1.2,2.5,19.2,22.0,1.0,1.9,22.5,0.2,0.7000000000000001,10.3,2.0,2.5,33.0,0.2,1.5,1.7000000000000002,0.4,3.2,1.8,0.7000000000000001,0.30000000000000004,0.0,0.2,1.4,11.1,3.7,25.9,3.6,1.9,0.30000000000000004,0.0,0.8,3.3,3.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nate Hinton,0,2,0,10,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,-15.9,0.0,0.0,0.0,20.6,14.7,0.7000000000000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zavier Simpson,4,4,72,1,3.2,21.4,15.0,15.9,3.1,18.1,16.9,0.2,1.4,2.1,0.8,0.8,41.2,0.30000000000000004,3.2,3.6,0.2,1.9,1.1,12.4,0.8,0.7000000000000001,1.7000000000000002,2.5,18.1,22.3,16.8,1.6,10.4,0.2,0.4,2.6,2.7,-39.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trent Forrest,6,60,315,11,31.3,63.9,20.2,20.7,29.3,52.7,22.9,0.8,11.1,3.1,15.7,19.8,32.6,3.9,31.3,40.8,0.6000000000000001,1.8,1.2,43.7,12.4,1.0,19.8,17.7,80.3,72.6,22.8,2.1,3.2,0.30000000000000004,0.1,3.6,2.2,32.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ömer Yurtseven,12,56,290,23,53.6,101.8,21.7,21.7,53.1,97.2,22.5,0.2,1.9,1.5,15.7,25.1,25.7,35.0,86.1,121.1,2.4,13.6,4.0,20.2,2.9,3.4,16.9,34.6,123.2,112.8,22.5,3.4,1.9,0.2,0.5,2.2,3.4,26.0,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Naji Marshall,3,55,302,3,44.9,110.8,16.7,18.4,36.3,67.6,22.1,3.6,43.3,3.4,30.5,38.3,32.8,15.7,42.8,58.5,1.0,2.7,1.8,25.5,13.6,1.4,19.0,28.4,129.0,127.7,20.8,2.5,2.1,0.4,0.2,2.2,3.6,-20.2,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nathan Knight,2,37,110,3,18.5,36.3,21.1,22.0,16.9,30.9,22.5,0.7000000000000001,2.2,12.7,18.1,24.7,30.2,13.2,21.8,35.0,2.1,3.7,2.9,3.7,1.2,1.4,3.1,17.3,56.9,47.1,24.8,3.8,2.0,0.2,0.5,2.3,3.5,3.7,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Freddie Gillespie,2,9,49,17,1.5,3.7,16.9,16.9,1.5,3.6,17.7,0.0,0.2,0.0,0.5,1.2,17.7,2.2,3.9,14.8,2.0,3.5,2.7,0.8,0.5,1.5,0.8,3.1,3.6,10.3,17.3,1.8,1.0,0.2,1.2,2.8,1.9,-11.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Myles Powell,0,11,21,1,0.8,2.9,12.1,14.5,0.7000000000000001,1.9,15.0,0.2,1.0,2.8,0.30000000000000004,0.30000000000000004,41.2,0.2,0.8,1.0,0.4,1.8,1.1,0.5,0.2,0.0,0.5,1.4,2.2,3.0,14.9,0.2,1.4,0.2,0.0,2.4,3.1,-7.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Trevelin Queen,0,10,30,11,2.5,13.6,18.7,25.0,1.0,1.5,27.5,1.5,4.1,15.4,0.7000000000000001,0.7000000000000001,41.2,1.2,1.5,2.7,1.7000000000000002,2.3,2.0,0.7000000000000001,0.8,0.2,1.2,1.0,17.7,14.3,25.3,3.7,1.5,0.5,0.2,2.8,4.1,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malik Fitts,0,14,25,2,1.4,3.2,17.3,21.7,0.5,1.5,13.7,0.8,1.7000000000000002,20.6,0.0,0.0,0.0,0.30000000000000004,2.5,2.9,0.6000000000000001,10.7,2.5,0.8,0.0,0.0,0.30000000000000004,0.7000000000000001,3.6,3.2,22.8,2.2,2.0,0.0,0.0,1.6,2.6,-7.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Facundo Campazzo,4,65,487,12,44.1,122.0,14.9,18.9,20.2,42.4,19.6,23.9,79.5,12.4,24.7,32.1,31.7,3.9,38.7,48.2,0.4,1.5,0.9,90.6,26.0,3.9,27.6,51.1,136.8,136.1,20.7,2.3,4.1,0.4,0.30000000000000004,2.9,2.5,-86.1,0.30000000000000004,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anthony Gill,0,44,191,3,25.5,44.9,23.4,26.1,19.8,34.2,23.8,2.4,10.7,22.2,17.3,21.4,33.3,13.6,21.4,35.0,1.4,2.1,1.7000000000000002,11.1,0.8,1.9,3.1,23.9,74.2,54.3,28.1,2.8,1.4,0.1,0.30000000000000004,2.0,2.5,24.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ade Murkey,0,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Javin DeLaurier,0,1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,15.3,3.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,3.1,0.0,2.9,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mamadi Diakite,3,13,77,17,10.3,19.4,21.9,21.9,10.3,17.3,24.5,0.0,0.8,0.0,1.0,1.9,22.5,2.9,17.3,24.3,1.6,4.0,2.7,0.30000000000000004,0.8,1.5,1.2,13.6,23.1,21.4,22.2,2.3,0.30000000000000004,0.2,0.8,2.0,2.3,-4.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anthony Lamb,0,2,1,17,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.4,1.2,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.1,13.1,0.0,0.0,0.0,1.9,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xavier Sneed,0,9,16,17,0.30000000000000004,1.7000000000000002,3.4,3.4,0.2,0.30000000000000004,20.6,0.2,1.4,2.1,0.0,0.0,0.0,0.30000000000000004,0.7000000000000001,1.0,1.0,1.9,1.4,0.2,0.0,0.0,0.0,0.30000000000000004,0.8,1.7000000000000002,10.3,0.2,0.6000000000000001,0.0,0.0,0.0,1.9,-2.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Jon Teske,0,3,1,18,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,11.4,2.3,0.2,0.2,0.0,0.0,0.2,0.0,0.30000000000000004,0.0,0.5,2.4,1.1,0.0,0.0,1.7000000000000002,-1.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brodric Thomas,0,12,24,21,1.4,3.1,18.3,20.6,1.0,1.5,27.5,0.30000000000000004,1.5,3.8,0.5,0.8,24.7,0.30000000000000004,1.4,1.7000000000000002,0.6000000000000001,2.4,1.5,1.9,0.2,0.2,1.0,1.2,3.6,3.4,21.6,2.1,10.7,0.1,0.30000000000000004,3.9,3.3,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trevon Scott,0,2,2,4,0.5,1.0,20.6,20.6,0.5,0.8,24.7,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.30000000000000004,1.7000000000000002,1.6,1.6,0.0,0.2,0.2,0.0,0.30000000000000004,1.0,1.0,20.6,3.8,0.0,0.8,1.3,0.0,4.0,0.7000000000000001,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gabriel Deck,0,7,23,15,1.4,2.4,23.5,26.5,1.0,1.7000000000000002,24.7,0.30000000000000004,0.7000000000000001,20.6,0.0,0.0,0.0,0.2,0.8,1.0,0.30000000000000004,1.6,0.9,0.8,0.2,0.0,0.30000000000000004,0.30000000000000004,3.1,2.4,26.5,2.3,2.3,0.1,0.0,2.1,2.1,-5.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Luca Vildoza,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corey Kispert,36,77,742,1,96.4,211.8,18.7,23.2,50.3,79.9,25.9,46.1,131.8,14.4,22.2,25.5,35.9,21.8,64.3,86.1,0.6000000000000001,1.6,1.1,35.0,14.4,3.7,20.6,38.3,261.2,223.0,24.1,2.2,1.1,0.2,0.2,1.4,2.5,16.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chris Duarte,39,55,634,2,110.4,255.9,17.8,20.9,71.7,150.8,19.6,38.7,105.1,15.2,37.1,46.1,33.1,16.9,76.2,93.1,0.5,2.3,1.4,47.0,23.1,1.7000000000000002,37.1,39.1,296.6,276.2,22.1,2.5,1.8,0.30000000000000004,0.1,2.0,3.6,-22.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaden Springer,0,1,1,14,0.2,0.2,41.2,41.2,0.2,0.2,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.30000000000000004,13.1,12.7,12.9,0.0,0.0,0.30000000000000004,0.2,0.0,0.30000000000000004,0.2,41.2,19.0,0.0,0.0,20.8,20.6,10.4,-3.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Franz Wagner,79,79,999,0,187.9,401.7,19.3,21.3,148.3,290.0,21.1,39.6,111.7,14.6,77.9,90.2,35.6,34.6,112.1,146.7,0.6000000000000001,2.0,1.3,95.2,28.0,14.0,49.0,67.6,493.2,441.4,23.0,3.0,2.7,0.2,0.2,1.7000000000000002,3.6,-100.1,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Moses Moody,11,52,250,1,33.0,75.4,18.0,22.5,16.5,30.1,22.6,16.5,45.3,15.0,11.5,14.8,32.1,2.9,26.0,33.0,0.5,1.9,1.2,3.9,1.2,1.7000000000000002,2.2,17.7,93.9,81.9,23.6,2.2,0.9,0.1,0.30000000000000004,1.0,2.6,-17.3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
