Name,Started,Games,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,PlusMinus,DoubleDoubles,TripleDoubles,Team_ATL,Team_BKN,Team_BOS,Team_CHA,Team_CHI,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GS,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NO,Team_NY,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SA,Team_SAC,Team_TOR,Team_UTA,Team_WAS,Position_C,Position_PF,Position_PG,Position_SF,Position_SG
Kristaps Porzingis,51,51,610,16,145.0,316.0,18.9,21.0,112.9,212.2,21.9,32.1,103.8,12.8,102.2,117.8,35.7,42.0,127.3,169.3,1.3,3.9,2.6,49.0,15.2,34.6,33.4,56.4,424.4,367.9,23.8,11.2,2.3,0.2,0.8,1.4,12.1,13.6,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Terry Rozier,73,73,1012,22,213.4,480.8,18.3,22.2,122.0,236.5,21.3,91.5,244.3,15.4,61.8,72.5,35.1,23.1,106.7,129.8,0.4,1.9,1.2,134.3,38.3,10.3,39.6,49.0,580.1,512.7,23.3,3.7,3.3,0.30000000000000004,0.2,1.2,3.9,30.5,0.5,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Norman Powell,41,45,600,1,114.9,249.3,19.0,22.6,71.3,145.0,20.2,43.7,104.2,17.3,77.9,96.0,33.4,3.4,51.5,59.7,0.30000000000000004,1.5,0.9,39.6,16.9,3.6,28.4,43.7,351.4,291.5,24.8,3.3,1.8,0.2,0.2,1.5,4.0,-90.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Axel Toupane,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delon Wright,8,77,598,22,50.3,110.8,18.7,22.0,32.1,63.0,21.0,18.1,47.8,15.6,22.2,26.0,35.3,20.6,70.0,90.6,0.6000000000000001,2.2,1.4,77.5,38.3,3.2,18.5,23.1,140.9,122.2,23.8,2.7,2.8,0.5,0.2,2.2,1.8,25.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bobby Portis,59,72,836,3,171.8,358.9,19.7,22.9,117.0,219.6,22.0,54.8,139.3,16.2,35.0,46.6,31.0,74.2,196.5,270.7,1.6,10.1,2.9,35.4,21.8,21.0,37.1,71.7,433.4,379.3,23.5,3.5,1.1,0.2,0.4,1.5,3.6,129.4,4.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cedi Osman,3,66,602,17,101.8,236.1,17.8,22.4,49.0,88.2,22.9,52.7,147.9,14.7,35.8,54.0,27.4,10.7,49.9,60.6,0.30000000000000004,1.5,0.9,55.6,21.4,1.7000000000000002,27.6,52.3,292.1,259.8,23.2,2.7,2.4,0.30000000000000004,0.1,1.6,3.6,-23.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myles Turner,42,42,508,23,82.4,161.9,21.0,24.1,57.3,86.5,27.3,25.1,75.4,13.7,32.5,43.3,31.0,26.8,95.6,122.4,1.0,3.6,2.3,18.1,11.5,48.6,22.2,49.0,222.5,181.0,25.3,3.4,0.9,0.2,1.4,1.9,2.9,-5.8,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stanley Johnson,27,48,451,4,48.2,103.4,19.2,22.0,34.6,60.2,23.7,13.6,43.3,12.9,21.8,30.5,29.5,14.0,49.9,63.9,0.6000000000000001,2.0,1.3,33.0,17.7,2.4,14.4,44.9,131.8,116.8,23.2,2.1,1.7000000000000002,0.30000000000000004,0.2,1.9,2.1,-20.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nemanja Bjelica,0,71,471,14,65.9,140.9,19.3,22.5,43.7,79.5,22.6,22.2,61.4,14.9,24.3,33.4,30.0,26.0,95.6,121.5,1.1,3.7,2.4,65.5,17.3,10.7,35.8,52.7,178.4,155.6,23.6,2.9,3.4,0.30000000000000004,0.4,3.2,3.0,54.8,0.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tyus Jones,23,73,638,21,102.6,227.4,18.6,21.6,69.6,143.0,20.1,33.0,84.5,16.1,22.2,27.2,33.7,2.9,65.5,72.5,0.2,1.9,1.0,133.5,27.2,0.30000000000000004,19.0,13.2,260.4,239.4,22.4,3.4,11.6,0.30000000000000004,0.0,1.2,2.8,105.1,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Karl-Anthony Towns,74,74,1018,12,264.5,500.2,21.8,24.3,202.7,349.4,23.9,61.8,150.8,16.9,158.2,192.4,33.9,79.9,219.6,299.5,1.4,4.0,2.7,110.8,29.7,34.2,93.1,110.0,749.0,584.8,26.4,12.0,3.1,0.2,0.5,2.3,11.5,112.9,16.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Trey Lyles,23,75,632,4,107.9,231.5,19.2,21.7,80.3,145.4,22.7,27.6,86.1,13.2,80.3,100.1,33.0,36.7,119.5,156.1,1.1,3.5,2.3,36.3,11.9,13.2,30.1,50.7,323.8,275.6,24.2,3.3,1.5,0.2,0.30000000000000004,1.7000000000000002,3.5,-95.6,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Raul Neto,19,70,565,1,84.0,181.7,19.1,20.7,69.6,132.3,21.7,14.4,49.4,12.0,34.2,44.5,31.7,2.2,49.9,55.2,0.2,1.6,0.9,89.4,22.7,0.5,32.5,42.8,216.7,201.3,22.2,2.5,3.9,0.30000000000000004,0.0,2.4,3.1,-37.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Cameron Payne,12,58,524,4,98.9,241.8,16.9,19.4,69.6,154.9,18.5,29.3,86.9,13.8,30.9,36.7,34.7,4.1,62.2,72.1,0.4,2.1,1.2,116.2,16.5,2.9,42.4,49.0,257.9,258.0,20.6,2.9,12.7,0.30000000000000004,0.2,2.4,10.2,61.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pat Connaughton,19,65,696,20,93.5,204.4,18.9,24.9,33.4,51.9,26.5,60.2,152.4,16.3,18.5,22.2,34.3,18.5,93.9,112.5,0.5,2.4,1.5,33.8,24.3,2.5,14.4,35.4,265.7,214.1,25.5,2.7,1.1,0.30000000000000004,0.1,1.1,2.4,-10.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nikola Jokic,74,74,1019,0,314.8,540.1,24.0,25.5,274.8,421.5,26.9,40.0,118.7,13.9,156.1,192.8,33.4,84.9,335.0,419.8,1.6,14.6,3.9,240.6,45.3,26.0,115.8,78.7,825.6,625.0,27.2,15.9,17.6,0.4,0.4,2.7,13.2,183.3,27.2,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emmanuel Mudiay,0,2,2,24,0.0,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.7000000000000001,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.2,0.0,0.2,0.2,0.5,0.6000000000000001,15.4,2.5,17.9,0.7000000000000001,0.0,3.6,3.2,-2.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sam Dekker,0,1,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Montrezl Harrell,3,71,674,12,147.5,228.7,26.6,26.7,145.8,221.7,27.1,0.7000000000000001,2.9,4.0,87.3,122.0,29.5,61.4,116.2,177.6,1.6,3.1,2.4,59.7,11.9,17.7,29.7,56.4,384.0,282.3,28.0,10.9,2.3,0.1,0.4,1.6,3.3,34.2,1.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Boban Marjanovic,0,22,52,23,17.3,28.8,24.7,24.7,16.9,27.2,25.6,0.2,0.7000000000000001,10.3,2.2,3.7,24.3,1.4,12.8,16.1,1.2,11.1,2.9,0.5,0.0,0.5,2.5,4.1,40.4,32.8,25.4,3.7,0.8,0.0,0.4,2.7,13.8,14.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Justin Anderson,6,16,130,21,14.8,39.1,15.6,19.1,3.6,14.8,24.0,2.5,24.3,10.5,2.5,3.2,32.5,0.7000000000000001,17.3,19.0,0.2,2.6,1.4,13.6,1.4,1.0,1.4,3.7,42.0,42.6,20.3,2.1,2.4,0.2,0.30000000000000004,1.2,2.6,-6.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kevon Looney,80,82,714,2,85.7,150.0,23.5,23.5,85.7,149.6,23.6,0.0,0.2,0.0,30.9,51.5,24.7,85.7,159.9,245.6,2.3,4.0,3.2,68.0,20.6,21.4,27.6,88.6,202.3,172.6,24.1,3.1,2.2,0.2,0.5,2.3,2.1,68.4,0.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Larry Nance Jr.,11,46,427,21,53.1,101.8,21.5,23.4,43.7,72.9,24.7,3.9,28.8,13.6,16.5,23.5,28.9,29.7,72.5,102.2,1.3,3.3,2.2,33.4,17.7,3.4,15.2,34.6,132.3,112.1,24.3,2.8,1.9,0.30000000000000004,0.30000000000000004,2.0,2.2,-24.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
D'Angelo Russell,65,65,855,24,165.2,401.7,16.9,20.7,92.7,188.3,20.3,72.5,213.4,14.0,81.6,98.9,34.0,10.3,78.7,89.0,0.2,1.7000000000000002,0.9,189.5,25.5,3.7,68.0,53.6,484.5,445.2,22.4,3.5,13.6,0.2,0.2,2.2,10.4,86.9,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Devin Booker,68,68,965,15,272.7,585.5,19.2,21.9,197.3,388.5,20.9,75.4,196.9,15.8,129.8,149.6,35.8,18.5,122.4,140.9,0.4,2.2,1.3,135.5,31.7,10.7,66.7,74.2,750.7,651.3,23.7,10.8,3.8,0.30000000000000004,0.2,1.6,13.3,193.2,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Willie Cauley-Stein,2,20,75,20,2.7,14.4,18.8,18.8,2.5,13.6,18.7,0.2,0.30000000000000004,20.6,0.2,0.30000000000000004,20.6,2.2,11.1,16.5,1.4,2.8,2.1,1.7000000000000002,1.0,0.5,1.2,3.2,14.0,14.8,19.4,1.6,1.3,0.30000000000000004,0.2,2.8,1.8,4.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Brad Wanamaker,2,23,131,15,11.5,31.7,15.0,16.1,4.1,24.7,16.5,0.7000000000000001,2.9,4.0,3.9,10.3,37.9,1.0,13.6,16.1,0.4,1.9,1.1,22.7,1.2,1.0,3.9,18.5,34.2,36.3,19.4,1.6,3.9,0.2,0.30000000000000004,3.5,2.6,-18.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Thanasis Antetokounmpo,6,49,195,3,28.8,52.7,22.5,22.9,28.0,47.0,24.6,0.30000000000000004,2.4,2.4,11.9,19.0,26.0,16.5,25.1,41.6,1.6,2.3,1.9,3.7,2.7,2.0,10.7,28.0,70.5,61.1,23.8,2.5,1.1,0.30000000000000004,0.4,2.5,2.7,-47.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T.J. McConnell,8,27,269,1,41.2,85.7,19.8,20.8,37.1,72.1,21.2,1.7000000000000002,13.6,12.5,3.2,3.9,34.0,3.4,28.8,37.1,0.6000000000000001,2.1,1.3,54.0,12.4,1.7000000000000002,11.9,21.8,94.3,89.9,21.6,3.0,11.8,0.4,0.2,2.0,2.8,-30.5,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Christian Wood,67,68,861,16,181.3,361.7,20.6,23.7,127.3,223.3,23.5,54.0,138.4,16.1,85.3,136.8,25.7,45.3,237.3,282.6,1.0,12.5,3.1,63.9,22.2,26.8,51.9,70.5,501.8,421.9,24.5,3.9,2.1,0.2,0.5,1.9,4.0,-167.3,13.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Keifer Sykes,11,32,233,3,28.4,78.3,15.0,17.8,17.3,41.2,17.3,11.1,37.1,12.4,2.5,2.9,36.3,1.4,15.2,18.5,0.30000000000000004,1.3,0.8,25.5,2.0,0.7000000000000001,13.6,21.0,74.2,81.4,18.8,1.3,2.5,0.2,0.1,2.4,3.0,-28.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dario Saric,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Rodney McGruder,2,51,310,4,40.4,92.7,18.0,23.2,16.5,32.5,20.8,23.9,60.2,16.4,3.2,10.7,30.1,12.8,33.0,45.7,0.7000000000000001,2.1,1.4,19.8,3.6,1.2,4.1,23.9,112.5,97.4,23.8,2.3,1.6,0.2,0.1,1.6,2.5,-23.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khem Birch,28,55,408,2,40.0,82.4,20.0,20.0,40.0,76.6,21.5,0.0,2.4,0.0,21.8,29.3,30.7,50.3,48.2,98.5,2.2,2.3,2.2,23.1,12.4,10.7,12.4,42.8,101.8,95.3,22.0,2.4,1.3,0.30000000000000004,0.4,1.9,1.9,3.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ben Simmons,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jamal Murray,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Davis Bertans,0,56,332,0,40.8,113.3,14.8,20.7,3.7,18.5,20.1,31.7,94.8,13.8,14.8,16.5,37.1,2.0,43.3,48.2,0.30000000000000004,2.5,1.4,12.8,2.9,2.0,3.2,35.0,128.1,120.6,21.9,1.9,0.9,0.2,0.2,1.0,3.0,11.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kris Dunn,3,14,138,4,18.1,42.0,17.8,17.8,17.7,37.5,19.5,0.2,1.9,1.5,2.9,3.1,38.9,1.5,16.5,20.2,0.5,2.3,1.4,32.5,3.9,0.5,13.2,15.7,43.7,45.3,19.9,2.5,14.4,0.6000000000000001,0.1,3.8,3.1,-37.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Brandon Ingram,55,55,770,16,186.6,405.0,19.0,20.5,156.1,311.9,20.6,30.5,93.1,13.5,109.6,132.7,34.0,14.4,117.4,131.8,0.30000000000000004,2.9,1.6,126.5,14.0,10.7,62.2,49.0,513.4,463.4,22.8,3.8,11.4,0.2,0.2,2.0,12.2,50.7,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jaylen Brown,66,66,914,11,237.3,501.4,19.5,22.3,168.9,310.2,22.4,68.4,191.2,14.7,99.3,131.0,31.2,21.8,144.6,166.4,0.4,2.8,1.7000000000000002,95.2,28.8,3.1,73.3,67.2,642.3,559.1,23.6,3.8,3.0,0.30000000000000004,0.1,2.0,12.6,186.6,1.9,0.30000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Buddy Hield,32,81,1029,19,183.8,452.4,16.7,21.7,75.8,157.4,19.9,107.9,295.0,15.1,45.7,52.3,36.0,27.2,118.2,145.4,0.5,2.2,1.3,94.3,29.7,10.3,63.0,75.8,521.2,475.4,22.6,2.7,2.3,0.2,0.1,2.0,3.8,-67.6,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marquese Chriss,0,34,142,17,25.5,55.2,19.1,20.3,22.2,44.9,20.4,1.4,10.3,13.2,3.7,13.6,27.5,13.6,28.8,42.4,1.8,3.8,2.8,2.9,2.2,2.0,2.9,26.4,63.4,61.2,21.4,2.8,1.3,0.30000000000000004,0.5,1.7000000000000002,3.7,-4.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malik Beasley,18,79,813,21,136.8,350.2,16.1,21.9,37.9,87.8,17.8,98.9,262.4,15.5,20.2,24.7,33.7,10.7,82.8,93.5,0.2,1.9,1.0,47.8,17.7,2.0,17.7,36.3,392.6,361.1,22.4,2.6,1.4,0.2,0.1,0.8,3.3,33.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dejounte Murray,68,68,974,1,236.1,511.3,19.0,20.6,196.5,390.2,20.8,39.6,121.1,13.5,80.8,101.8,32.7,33.0,199.0,232.0,0.6000000000000001,3.7,2.1,258.3,56.9,3.9,74.2,56.9,592.5,556.1,22.0,11.2,16.7,0.5,0.1,2.0,11.3,20.2,16.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Taurean Prince,8,69,484,21,72.9,160.7,18.7,23.2,37.5,66.3,23.3,35.4,94.3,15.5,25.5,33.8,31.1,10.7,61.0,71.7,0.4,2.3,1.3,28.0,19.4,3.9,21.8,47.8,206.8,175.5,24.3,2.6,1.4,0.30000000000000004,0.30000000000000004,1.9,2.9,-2.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Domantas Sabonis,61,62,879,15,182.5,318.5,23.6,24.6,166.4,267.0,25.7,16.1,51.5,12.9,101.4,136.8,30.5,82.8,227.0,309.8,1.7000000000000002,11.7,3.3,133.1,24.3,11.1,80.3,83.6,482.5,378.7,26.2,10.5,4.1,0.2,0.2,3.0,3.8,-4.9,19.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Jakob Poeltl,67,68,811,3,168.9,273.2,25.5,25.5,168.5,272.7,25.5,0.2,0.2,41.2,38.7,78.3,20.4,107.9,153.3,261.2,2.3,3.4,2.9,77.9,18.5,48.6,44.9,87.3,377.0,307.6,25.3,4.1,2.4,0.2,0.9,2.2,3.1,47.4,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Damian Jones,15,56,419,12,72.1,109.6,27.1,27.9,68.0,97.6,28.7,1.7000000000000002,11.9,14.2,38.7,54.0,29.6,30.9,70.5,101.4,1.3,3.1,2.2,28.4,10.7,19.4,24.3,53.6,187.0,133.3,28.9,3.6,1.7000000000000002,0.2,0.7000000000000001,2.6,2.8,-70.9,0.30000000000000004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
DeAndre' Bembry,19,56,422,24,51.1,91.1,23.1,24.6,44.9,76.2,24.3,2.5,14.8,17.2,3.6,14.4,24.7,17.3,49.9,67.2,0.8,2.1,1.4,27.2,20.2,10.3,12.8,46.6,117.0,97.4,24.7,2.3,1.5,0.4,0.4,2.0,1.9,-11.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Timothe Luwawu-Cabarrot,18,55,286,21,30.5,76.6,16.4,21.3,12.4,26.4,19.3,18.1,50.3,14.9,14.4,16.9,35.2,2.9,26.8,33.8,0.5,1.7000000000000002,1.1,16.5,3.1,1.0,3.4,31.3,93.5,84.1,22.9,1.9,1.3,0.2,0.1,1.5,2.4,-19.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Denzel Valentine,0,24,91,24,10.3,27.2,15.6,21.2,1.0,3.2,13.0,3.2,19.4,16.6,0.0,0.0,0.0,1.5,13.6,17.3,0.8,2.7,1.8,1.9,1.4,0.0,2.0,3.4,28.4,27.2,21.5,1.7000000000000002,1.2,0.30000000000000004,0.0,2.6,2.6,-11.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ivica Zubac,76,76,763,21,127.7,203.9,25.8,25.8,127.7,203.9,25.8,0.0,0.0,0.0,68.0,93.5,30.0,89.4,175.9,265.3,2.2,4.0,3.1,49.4,14.8,31.7,47.0,83.6,323.4,245.1,27.2,3.7,1.7000000000000002,0.2,0.6000000000000001,2.7,2.9,-53.6,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Juancho Hernangomez,9,40,183,14,18.1,43.7,17.1,21.8,3.4,15.2,22.3,4.1,28.4,14.3,3.2,14.0,23.0,11.5,29.7,41.2,1.2,2.9,2.1,3.4,2.4,1.7000000000000002,2.7,10.3,54.0,49.8,22.3,2.2,1.0,0.30000000000000004,0.30000000000000004,2.0,2.3,-2.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cheick Diallo,0,3,12,15,0.5,1.4,15.4,15.4,0.5,1.4,15.4,0.0,0.0,0.0,0.8,1.0,34.3,0.7000000000000001,1.4,2.0,2.3,12.2,3.6,0.0,0.2,0.0,0.2,1.0,1.9,1.8,21.6,2.5,0.0,0.30000000000000004,0.0,1.5,2.8,-13.6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malcolm Brogdon,36,36,496,23,100.1,223.7,18.5,20.6,76.2,147.1,21.3,23.9,76.6,12.9,58.9,68.8,35.3,13.6,62.6,76.2,0.5,2.4,1.5,87.3,12.4,2.4,31.7,29.3,283.0,254.0,22.9,3.7,11.1,0.2,0.2,1.9,10.2,0.0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
